Person ID;Level;Current Potential;Code;Gender;Evaluation Statement;Evaluation Date;Evaluated by Code;Agreed By Code
00689387;5;D;ESP/B;M;Since end 2013, 00873156 00689387 has taken up 2 positions in the Superabsorbent Plant in Antwerp, namely process manager and production manager (current). One of many contributions of 00873156 in his role as process manager, was the successful implementation of a Green Belt Lean Six Sigma project focusing on quality improvement during product campaign changes, leading to a reduction in generated off-spec material of circa 1.3 kt a year. As production manager, 00873156 leads an operations team of about 45 people (5 day staff and 40 shift operators). He actively seeks, in collaboration with his team members, for continuous improvement, especially in the area of safety, contributing to a visible reduction in PSI’s (3 in 2018, 0 in H1 2019) and first aid cases (-30%). 00873156 was also key in obtaining a green RC audit score in 2018. He demonstrates the ability to focus on the right priorities in a positive way, despite the, often high, workload. The transition from process to production manager enabled 00873156 to grow in people management in which he also handles difficult conversations appropriately. He is a board member of K-connect, representing the interests of exempts in BASF Antwerp, always in constructive dialog with the HR department. In 00873156’s career path, giving him assignments -potentially abroad- building on his strengths and stretching him on his development needs, will enable him to grow in creating impact as a leader.;16.07.2019;G-CPE;CP
00399174;5;D;ESA/V;M;In 2013 till the first quarter of 2014, 00873156 combined the lead of a major Site Project (VSS3) with his first leadership role. He managed to align the view of different Sites towards an economically sensible solution considering the broader picture of a Site where cooperation between different partners adds to the complexity. In order to achieve this he uses fact-based arguments without losing himself into too much details. He showed a participative leadership style and can solve complex challenges. 00873156 proved to be highly capable to convince people on all levels (independent if Site or Group) in the complex world of Information Management. Also, here his success lies in well prepared, aligned, fact-based discussions with the best interests of BASF in focus. He can be very perseverant. He leaves his people with the necessary degrees of freedom but with a well-defined set of targets on which he does a strict follow-up.;27.01.2020;ESA;ES
00873156;5;R;G-APU/M;M;00873156 shows an exceptional depth and breadth of understanding of the seed and traits business, building from a scientific background in breeding to strategy and good operational understanding, giving him a wide array of future opportunity in the Seed and Trait busines. He has gained experience in a number for cropping systems and has successfully completed delegations working overseas (France). 00873156 is a focused and driven entrepreneur with a genuine passion for creating a successful business. The ability to navigate complex business and strategic questions have been demonstrated. 00873156 is able to engage all levels of management with confidence. 00873156’s development need is impove inclusive leadership: to increase gathering others opinions and creating a more open engagement with teams before directing the situation from own experience.;13.02.2020;G-APU/M;AP
00830505;5;D;N-PMN/O;M;Within short time after joining BASF, 00873156 became a highly respected leader in the regional and global Engineering Plastics community. With his excellent background, working for two major international companies before, he was a key driver to develop and align the asset strategy for Engineering Plastics in Asia Pacific. Continuously, he is monitoring business needs and translates them into measures being detailed and executed in close cooperation with the regional or global experts and the respective plant managers. For example, when there was a lack in production capacity at the Pasir Gudang plant in Malaysia, 00873156 immediately took up the topic and performed a detailed analysis on various root causes and then focused on reducing the unexpected losses. For that he invited a diverse team from various locations to hold a workshop, then defined a variety of improvement measures, which he closely follows up and tracks its progress. 00873156 smartly uses his team members to support him on certain topics and projects, in order to systematically broaden their competencies and prepare them for future development steps. As a frequent visitor to our production sites, he always strongly focuses on strict implementation of BASF’s EHS philosophy and addresses gaps in an appropriate way. For main operational topics like preparing OpEx or CAPEX measures, he activates all relevant parties and balances his involvement very well between details and overview. In case of conflicts he does not try to get around, but rather addresses them in an open and constructive way. He understands organizational dependencies and organizes management support if necessary. Another example was during the tracking period for CAPEX/OpEx, 00873156 recognized that one of the four plant managers is not cooperating with him and the operations support team. He immediately addressed this topic in a direct and appropriate manner and also later involved the line manager to address the issue. 00873156 would help to more actively participate in discussions amongst his peers and when upper management is involved. Here, a mix of fact-based and emotional communication would help him to increase his impact. In his current regional role, he has the chance to further develop his competency to successfully work together with colleagues of broad cultural backgrounds and professional experience. In his next development milestone, he will be prepared to take over a role in site management within Asia or technology management in Europe.;29.08.2018;A-PMA;PM
00335816;5;E;RCC/E;M;"00138357 leads the European R&D organization of RCC/E managing a budget of ~16 M Euro/a and is responsible for the entire auto-emission R&D organization in Europe (> 70 FTE's). 00138357 is also responsible for the ""Light Duty Diesel"" competition support teams in US and EU as well as ""Global Process Development"" with hubs in Europe, North America, and Asia. 00138357 leverages his deep expertise in automotive catalysis combined with his extensive knowledge of European customers, to inspire his team to quickly develop leading technologies in a very dynamic market space. He is quick to recognize upcoming changes in the regulatory environment as well as in competitors and customer strategies and making the needed shifts in resource allocation and priorities. His initiative to form a SCRoF task force in Europe in late 2016, by pulling together a diverse team of colleagues, led to a technical solution which at least partially closed the technology gap with competitors. 00138357 is a role model for not compromising safety and ensuring that his team works in a safe and sustainable environment. He is focused on developing and nurturing his team by providing his staff with training and development opportunities and by planning their career development. He leads a very efficient and productive operation that has contributed tremendously to the EBIT of CCE in Europe and beyond. In 2018, facing serious technical challenges with the SCRoF technologies, 00138357 drove his team with intense focus to close the technical gaps. His intense customer focus and results-oriented mindset is in full display. His passionate and can-do leadership style is instrumental to overcoming the current challenges. Since January 2020, his responsibilities have been further expanded to include the global application engineers for the light duty segment. In the expanded role effective communication and collaborative approach becomes even more important. 00138357 needs to ensure he allows others to freely express their points of views and should show openness to ideas of others.";14.04.2020;RCC/CCD;RC
00648465;5;R;RCC/B;M;00138357 00648465 is a person with a unique track record of practical enterpreneurial experience, broad technical expertise and extraordinary people skills. 00138357 co-founded at his university time at KIT a start-up company offering integrated mini-plants which he later led as CEO. In this function, he also laid the foundation for his broad general management skills. He later joined BASF where he quickly took over a group-leader position in RCC catalyst R&D. In his following position as Managing Director at BASF subsidiary hte, 00138357 held comprehensive operative responsibility for the technical operations of the company. In a dynamic, entrepreneurial environment he successfully managed the rapid growth of a customer oriented, diversified technical organization. At RCN, 00138357 holds global responsibility for Battery Materials process development, a highly challenging task with substantial impact and visibility. As in previous positions, 00138357 rapidly acquired deep technical understanding in the new technology field. On this basis, he won personal respect and successfully developed and implemented strategic concepts and solutions. He prudently balances his broad experience with openess for new ideas, successfully reconciles diverging views and demonstrates creativity and stamina in challenging situations. 00138357´s strongest attribute is the outstanding way he interacts with people. He effectively builds strong technical teams and inspires and leads them to meet challenging targets. With internal and external contributors as with peers and superiors he builds robust alliances. Also in highly uncertain environments and under significant pressure he acts pragmatic, open and fair. 00138357 00648465 is a mature, committed and complete leader of exemplary integrity who always puts BASF goals before his own person.;06.09.2019;RCN;RC
00138357;5;R;APT/E;M;00138357 is a thoughtful and well balanced leader, addressing daily operational issues as professionally as strategic aspects. He actively drives the development of his plant via a successful mix of short term measures (OpEx projects to ramp-up the capacity of premium fungicide Xemium by 7%) as well as mid to long term. In the Digital factory lighthouse project within in LU 4.0.set- tangible benefits are seen after implementation. His strong commitment and ability to set priorities ensure that 00138357 reliably delivers results and addresses necessary improvements within his plant team as well as on interfaces to services and functions in an open and adequate way. 00138357 benefits from significant project execution experience he gained throughout Europe and Asia over many years. He successfully introduced low cost project execution in Asia by maximizing local content. 00138357 set clear expectations for the integration of the E&M ressources in HPO and diligently is following up to ensure the delivery of the planned benefits. On set-backs, 00138357 thoroughly analyzes the situation and comes up with sound proposals for sustainable improvements.;29.01.2021;APT;AP
00509904;5;D;N-CPN/B;M;00509904 challenges how we do things and looks for simpler and more efficient ways to get things done. He is quick to share his own ideas with others and frequently supports teams that can use his expertise. He networks well with other groups and is always looking at their processes and methodologies in order to find the better way. He quickly grasps concepts and the end goals, utilizes his strengths to build confidence in others, challenges others to think in new ways and discard old paradigms, pushes for quick decisions and results and shows a willingness to compromise when needed. 00509904 started in the Olefins Product Manager role on the same day the BTP (Port Arthur) Cracker started the 2019 planned turnaround. The turnaround, scheduled for 60 days, lasted for 110 days, and 00509904 was immediately challenged with learning the role, learning the olefins market and developing relationships in the industry in order to meet the supply requirements of internal and external customers. He was very entrepreneurial and creative in successfully managing the ethylene portfolio, communicating with the plant and customers in this high pressure environment. 00509904 will continue to be challenged by taking on the lead role for developing the new Ethylene Export process, involving supply chain, Ops in Europe, BIT interfaces and coordination with Global strategy in managing ethylene balances across the regions.;06.01.2020;N-CPN/B;CP
00532642;5;D;APD;F;By the time 00532642 Ramirez joined BASF, she already had a broad international experience, having studied in Mexico, USA, Germany and Singapore. In 2010, she started her career at BASF as laboratory leader for the development of animal-free toxicological methods. During this time, she outstandingly developed methods contributing strongly to shape the acceptance of those methods at European level. That had significantly leveraged BASF’s reputation as a leader in this field among regulators and NGOs. She demonstrated great courage in leading the restructuring of EPAA, an European public-private partnership, for which she was nominated Industry Chair in 2014. She was an active motivator of her team and colleagues. In May 2016, 00532642 joined the Marketing unit of Aroma Ingredients as Specialist Marketing Services & Strategy. She set up the Global Market Intelligence Platform team and was very instrumental in preparing and tracking the strategy implementation of the new SBU strategy. Among the different strategic projects, she successfully led the marketing and business evaluation of a potential entry into biotech for the unit. With her winning personality and her enthusiasm, she has positively contributed to cross-segment marketing activities and the mitigation of citral FM in 2017. In March 2018, she joined CDS as Senior Specialist for the implementation of the Sustainability Roadmap. In her new role, she immediately dove in the elaboration and contributed effectively finalization of the new strategy. As part of the corporate strategy (Sustainability Lever within Way Forward), she successfully led the development of the new set of BoD approved non-financial targets in a challenging environment and with high expectations from senior management. In parallel, 00532642 also developed and implemented the roll-out concept for ODs and Regions while building a large network in short time. In July 2019, 00532642 has accepted a new role in AP to lead the newly formed global project team on MRL-relevant active ingredients (with an overall business potential of >1.2 bn EUR). Very fast she has taken up relevant contents, structured the new team, gave direction and provided clarity to the team and senior management. In parallel, she is successfully leading the strategic project ‘Think Future’ with the aim to provide a new vision and strategic direction for regulatory in AP. The project team and the organization is benefiting from her business-oriented mindset. She is very strong with all kind of audiences and has a great skill of convincing even with these complex topic and adverse stakeholders. With her high level of motivation and striving for results, she has gained the recognition of her expert peers and colleagues from ODs and Regions who appreciate her advice and support. With her strong enthusiasm and entrepreneurial drive, she keeps momentum and brings strategic goals into tangible measures to be operationalized under high work load and pressure. New in AP she shows strong passion and dedication to this business already, combined with strong willingness to learn and gain more responsibility.eneurial drive she keeps momentum and brings strategic goals into tangible measures to be operationalized.;04.02.2020;APD;AP
00476073;5;D;E-EMD/H;M;"00476073 is a very impressive, highly motivated executive candidate with very strong entrepreneurial action, drive for innovation and excellent communication skills. In his current role as head of operational marketing and communication in EMD he has already made a visible difference from the beginning. He focuses on the implementation of the new EMU SBU strategy for Europe and is able to both have a strategic view but also investing himself for the concrete execution with speed and determination. 00476073 brings constantly innovative ideas regarding new customers and business models and drives the marketing team to be a playmaker to lead the organisation to success. He has learned to lead a European team with diverse background spread over different European locations and is well accepted by the team and his peers; he could however even more coach certain individuals to success by involving himself in critical situations. Further improvement potential is to convince people with analytical facts and figures supporting his eloquent discussion strength even more. As a next step after minimum 3-4 years in the role it is recommended that he takes over a business management role abroad.";26.08.2019;E-EMD;EM
00029759;5;3;Ress. II;M;00566451 00029759 is a well-rounded and experienced Finance and Controlling Executive with substantial background in BASF operations both in Europe and Asia. Over the course of his career, one can truly say that 00566451 has seen it all in his multiple assignments. Not only does he bring considerable experience in corporate functions (Treasury, Finance & Administration) but also a proximity to the business as OD Controller and Regional Functional and Market Development Head. By leading large change management processes like FORGE and the Cognis Integration, 00029759 has repeatedly proven his ability to work through direct and indirect influence. Here, his strengths in collaborating for achievement and designing sustainable solutions give him a striking advantage. 00029759’s style is very conducive to work in teams because he stresses the thoughtful and methodical progress in overcoming obstacles and achieving goals. He is characterized as a caring leader that convincingly bridges the regional operational necessities to the global corporate demands. A repatriation before the school year 20/21 would be highly appreciated.;24.05.2019;FF;
00566451;5;D;E-EDE/R;M;00566451 00566451 is working as commercial marketing manager in automotive and industrial coatings. During his first year he has developed the PUD product strategy including consequences for the asset footprint. He is actively running the product lines in his business segment including pricing, customer growth concepts and portfolio development. He successfully initiated and conducted several R&D projects e.g. hybrid systems for automotive coatings. He developed an outstanding approach to improve the overall margins for the aliphatic Isocyanate portfolio to record highs blancing price volume relationships. The result is benchmark in the business unit with significant contributions for the bottom line result. 00566451 acts with high entrepreneurial drive and communicates very effectively.;27.05.2019;E-EDE/R;ED
00616718;5;D;EV/C;F;00616718 has generated over her career a very broad knowledge of Supply Chain Management. For EV 00616718 has taken over a project manager role for a Supply Chain Excellence Project (e2e accountability). Maneuvering the diversity of the EV BUs and applying respective Supply Chain skills & capabilities is a key challenge for the project, which she handles well. 00616718 is a very empathic, positive thinking and energetic person, who generates a positive working climate around herself. She easily connected with SC heads, BU heads and the divisional president and professionally communicated complex messages to different audiences. With a small team on the project 00616718 inspires others to contribute ideas and values critical as well as positive contributions. 00616718 puts a lot of focus on change management which allows to identify and solve problems involving/leading the bigger team. In her current project assignment 00616718 lead indirectly through a project role, the visible impact for the larger organization beyond the pilot business unit requires further work / improvement from her side. 00616718 has further advanced her knowledge to a more KPI/data driven approach for Supply Chain. For her next step 00616718 should be placed in a position that connects supply chain day-to-day activities with a strategic, longer-term perspective on customer experience to round her profile.;10.06.2020;EV/C;EV
00381203;5;D;G-EVO/M;F;00381203 is a strong result-oriented contributor, always demonstrating high quality of work, considering different perspectives, strategically connecting topics and deriving relevant scenarios. As strategic marketing manager she handles a broad portfolio of tasks, defines the right priorities and takes entrepreneurial decisions. She exhibits an extraordinary high level of ownership and intrinsic motivation. When assigned for a two months delegation to the US on short notice, 00381203 quickly identified all business-critical topics, assigned priorities and inspired North American colleagues to develop further. Her versatile and structured communication skills enable her to manage complex topics (e.g. investment projects) including relevant stakeholders. When being questioned 00381203 stays calm and focused and explains her position in a profound way. She is able to change between high level strategic discussions and very detailed operational topics. 00381203 is highly respected as a valuable team member within G-EVO and beyond.;12.01.2020;G-EVO;EV
00317407;5;D;E-EMD;M;00606611 is a highly professional and versatile manager with strong interpersonal skills. Strategic Leadership: 00606611 identifies problems and opportunities quickly and comes up with potential solutions. In his role as sustainability champion within CM, 00606611 drives sustainable solutions, wherever they bring value for CM. People/Organization: 00606611´s personal skills help him to get his ideas implemented. 00606611 also fights with great tenacity for his ideas. 00606611 is a good team player and gladly shares his knowledge with his colleagues and therefore makes his colleagues more successful. 00606611 is a pleasure to work with. An area in which 00606611 needs to improve is, keeping a stronger focus on his customers (internal and external). Better trying to understand their requirements would help 00606611 to be even more successful within BASF. Operational Leadership: 00606611 continuously seeks opportunities to improve / grow his business. With his technical and marketing expertise, 00606611 contributed to the successful introduction of several new products (HydroBlue/AdLite) as well as, together with production, product management and technology, developed debottlenecking concepts for the production facilities of his products.;26.04.2018;CMS;CM
00568170;5;D;GBE/S;M;"00606611 joined FH in late 2017 with high merits from COS and he has confirmed all of them: He combines strength in both strategic and analytical thinking with high curiosity and creativity. Applying his learnings from the breadth of COS tasks, he thrives in cross-functional teams for which he often naturally takes on and/or is offered the driver seat. He is eager to learn and thus is frequently seeking feedback and advise. Given the stage of his career, his organizational awareness and the maturity of his actions are remarkable. 00606611 's ability to create an inspiring work environment that brings out the best from all team members clearly stands out. He can effectively work in a high-workload environment and can handle several topics at a time as well as changing priorities. He currently proves this again when handling and/or coordinating numerous HR aspects in the ""Way Forward"" undertaking, both HR internally as well as in the PMO of the ""High Performance Organization"" workstream. Sometimes, particularly when the pressure gets really high, 00606611 could rely more on delegating tasks to others. As a next development step, 00606611 will be transferred as a group leader to the U.S., establishing and leading the first-ever Corporate HR role being located outside of the global headquarters. This will give him ample opportunity to further develop, to gain leadership experience on a global basis and to thus prepare for positions of increasing responsibility.";15.06.2018;FH;
00012686;5;E;GBP/T;M;"The topic ""Remediation, Soil and Groundwater"" is of major importance for BASF Group regarding financial, political and strategic aspects. To successfully manage this complex area and to ward off any reputational and financial harm from BASF, 00606611 00012686 possesses the comprehensive expertise as well as a broad set of skills to fulfil these crucial requirements. Strong leadership skills complete the requirements that are necessary to form and lead a team of remediation experts in Ludwigshafen and to steer the global network of specialists. He is able to simplify complex subjects to reach a wide variety of people and reaches acceptance of ideas and radiates passion for common goals. His communication is clear and empathic. He is determined in his recommendations and decisions. He is highly recognized and enjoys an excellent reputation amongst the stakeholders internally and externally. 00606611 00012686 uses his above-average analytical and communication and negotiation skills. Externally 00606611 00012686 represents BASF in virtually all relevant associations in his fields to influence legislative processes and successfully advocates for BASF's position. He represents BASF in several panels and committees dealing with cooperative remediation projects amongst other chemical companies, mainly in Switzerland. He is very active in communication and opinion making activities which include the participation in high level panel discussions, TV appearances and direct contact with NGOs which demonstrates his excellent reputation amongst the stakeholders. With internal and external publications, presentations and participations in associational and governmental events he has proven for years his outstanding specialist expertise and competency as BASF's remediation, soil and groundwater expert.";11.04.2017;ESE;ES
00695758;5;D;GEE/D;M;00606611 is a very open minded, team oriented and highly motivated Manager with a strong IT background. He took over the lead of the new group GEE/DS in April 2019 being responsible for 2D and 3D topics such as P&ID drawing, 3D modeling as well as further development of digital engineering tools within Large Capital Project Engineering Europe. Therefore, this group is an important enabler of transforming Engineering processes in BASF from being document based to being data based. Based on his digital mindset, his experience with Engineering IT and his ability to connect to the diverse members of his group and customers, he managed very quickly to establish the new group, a great achievement as his team members came from 3 different units. Since the start of the group the service level (e.g. response time) has increased significantly– also supported by 00606611’s openness for new ways of working. As an example, 00606611 immediately set up a framework agreement with the High Value Engineering Center in Chengdu, China, to allow literally “overnight” services. This shows how 00606611 does not shy away from complex tasks in a challenging, global environment. Not an engineer himself, 00606611 brings in new perspectives into an environment at GEE dominated by engineers, questioning traditional thinking, being creative and bringing in new ideas. 00606611 enriches the discussions in GEE always in a refreshing, respectful and target oriented manner and he is a great addition to the GEE leadership team. The operational strength is supplemented by 00606611’s strategic abilities, especially regarding digitalization topics. As founding member of the “Digital Core Team” at GE, 00606611 played an important role in the creation of the Digital Roadmap for GE by providing major input and subsequently demonstrating great commitment in implementing it. This includes the biggest development task for GEE, i.e. to develop and implement Engineering Data Management which will transform the basis of all Engineering tools and processes for the future. 00606611 also initiated a platform for “digital pioneers”, a format that shall connect digital natives within GE to exchange and develop ideas bottom-up. The format started via company networks (MS Teams) and live sessions beginning of 2020. 00606611 notices areas of improvement and addresses them, he challenges current set-ups and processes, he can describe topics in a way which makes it easy for others to understand, and he gets good feedback on his leadership style. 00606611 is a leader with visible impact and clear further potential.;21.04.2020;GEE;GE
00606611;5;D;APT/E;M;00606611 Kuessel adapted quickly to the new environment in his production management function and learned about the fundamental differences of a chemical production plant vs. the new challenges in a logistic driven filling plant. 00606611 quickly identified the critical elements of success levering his previous experience and his strong ability to collaborate in his first disciplany leadership position. Having distinct knowledge and deep understanding in the field of automation, he quickly proposed plant automation projects aiming to increase the efficiency (e.g. automation of off-gas filter control). As a highly motivated individual, he occasionally struggles with the slow speed of internal change processes (development need) and complex project set-ups between OD, engineering and IT functions, while keeping the pace of improvement.;26.02.2020;APT;AP
00662279;5;D;E-EMD;F;00820733 00662279 started 03/2017 as lab leader development Construction Polymers after her return from parental leave. 00820733 is highly structured, analyzes complex problems fast and takes over ownership for projects. In the past she had already successfully acted as representative for one development colleague in an R&D double role and could handle this very effectively. She easily adapts to changes in her working environment and quickly starts to contribute. Based on customer needs, she drives the definition of new projects in close cooperation with marketing and sources ideas for routes to technical solutions broadly in the organisation. She displays a very high degree of engagement and ownership in her well structured projects. She as well realizes critical obstacles and proactively speeds up decisions to resolve them. She communicates very focused and brings across the decisive arguments in a concise and comprehensive way. 00820733 might be perceived as a little bit reserved, thus she should also integrate empathic messages in her communication to others. With this, she could further increase her impact in collaborations. She requests feedback on her own behavoir and performance and implements her learnings. Based on a realistic assesment of herself she cleary expresses her own opinion and expectations. Beginning of 2019 she will be on maternity and later parental leave. She plans to return to work after approx.1 year.;03.01.2019;RAD/EDD;ED
00820733;5;D;G-ENP;F;Personal Drive: 00820733 is proactive, results oriented, demonstrates strong personal drive, an eagerness to learn, and energy in achieving goals. She sees the big picture and drives towards results. She is great at networking and building confidence in others. She sees the value in building relationships and is able to build trust across various levels. Stakeholders value her opinion and seek her guidance as a thought leader. The combination of her excellent communication and presentation skills further highlights her strong presence. Eagerness to Learn: 00820733 demonstrates curiosity but could maintain it’s intensity as this will allow for further creativity. She is never shy to share her opinion or ask relevant questions to better understand. She listens to opinions of others and is always eager to learn from their experiences to improve her own concepts and ideas. She is comfortable with change and does well in driving and championing change. She is not afraid to challenge the status quo and is able to take the heat when necessary. She is comfortable with ambiguity and when faced with challenges, she is eager to propose and work on solutions to rectify the situation. People Orientation: 00820733 incorporates diversity by listening to the perspectives of others and being receptive to their feedback. She is self-reflective and quick to note areas of development. She regularly asks for feedback, records her lessons learned and is eager to follow up on feedback. Area/s for Development: 00820733 can further develop having a balanced approach of details and concepts (Operational).;18.07.2020;G-ENP;NA
00387135;5;D;EDG;F;00701376 00387135 is an open and dynamic person who drives her topics with passion and gets things done. She loves complex situations and masters them by a very strategic way of handling them. In her role as a senior product manager she demonstrated during a severe force majeure situation her ability to make entrepreneurial decisions under high uncertainty and to stay calm and emotionally stable even under high pressure. At the same time, she was able to communicate in a clear and emphatic way even in situations where conflicts among different stakeholders (sales, supply chain, production) occurred. She strongly recognizes the value of leveraging diversity and deliberately seeks colleagues with different views and background to ensure broad and expert input for her projects. With her excellent communication skills, she manages very successfully to get the support of the organization for the subsequent implementation of the defined measures. She showed all these abilities in her project to develop short-, mid- and long-term concepts for new biocide free dispersions. 00701376’s eagerness to learn and to try new approaches is strongly developed. She demonstrated this as a team member of the “way forward” project workstream “innovation” by challenging the status quo and developing new out-of-the box ideas. While 00701376 has already proven to be able to successfully lead and influence informal project teams she could further develop and strengthen her leadership capabilities by taking over as a next step a position with line responsibility.;20.07.2018;E-EDE;ED
00701376;5;D;COA;F;00701376 is a high performer, who embraces proactivity and fosters innovation. She shows optimism and energy, finding and pursuing creative solutions, and constantly looking for new trends. She demonstrates excellent analytical skills, quick learning and a clear communication. She is very consistent and assertive in her contributions and takes ownership on the matters under her responsibility. She is also open and versatile in different contexts, and always willing to share knowledge and supporting the team. 00701376 is fluent in Portuguese, English, French and Spanish. 00701376 moved from Business to Corporate Audit in order to acquire a broader view of the BASF organization. She has very good experience in R&D product development as well as marketing & sales processes, which have been further enhanced in Audit by identifying opportunities for improvements and suggesting new ideas. In addition, 00701376 excels in planning and project execution, focusing on process improvements. 00701376 aspires to continue her development in Marketing & Sales, Product management and/or leading Innovation projects, ready to assume more responsibilities including leadership.;03.02.2021;COA;COA
00494580;5;R;CDS/A;F;00835810 has exceptional analytical capabilities paired with a strong business acumen, which enables her to get quickly to the core of complex topics as well as to develop pragmatic and fast solutions. In her role as project leader (e.g. business divest evaluation), 00835810 makes sure all opinions in the team are heard, she bridges communication across different disciplines and is able to adjust her communication style well to different situations. This helps her to unify the team behind targets, setting clear priorities and defining next steps also in situations with conflicting views on senior management level. Her leadership style is open, integrative and target oriented. 00835810 has different interfaces in her role as a strategy expert, creating an atmosphere of collaboration and trust, which results in high appreciation of her contribution by the Operating Divisions she has been responsible for (OG, CM, EV). 00835810 has a high level of engagement and is always willing to take over an additional task. She delivers on time and with very high quality. 00835810 voices her well thought through opinions clearly and calmly. She convinces with her competence, which is appreciated by her peers and senior management. In order to further increase her leadership impact, 00835810 could more strongly put forward her own ideas and visions. As a next step 00835810 should take a leadership role in business management or strategy.;19.01.2021;CDS;CD
00616913;5;D;RCP/C;F;00835810 is an energetic engineer with highly developed problem-solving skills. One of her most remarkable strengths is her ability to involve different people from diverse departments, always in a positive and constructive way, to quickly reach the best results. She is a mature personality that treats her colleagues in a pleasant manner. She can communicate effectively, directly and clearly at all levels of the organization. When 00835810 presents the results of her work, she can synthesize what is important and in a short time lead the subject to the essentials to make necessary decisions. Verna is currently in the role of a Process Manager for Operational Excellence at the Deka plant and since 00835810 took over this responsibility significant progress has been made in many high-profitable projects. One example is the introduction of 2-Methoxy-2,3-dihydro-4H-pyran (MOP) in China, allowing us to produce the necessary amount of Glutaraldehyde (GA) to meet the needs of the market. It is a very complex project, where very intense coordination is required, many departments are involved, fast track development is needed and with a high profitability (PVI>2,1). Another notable example is the study conducted to reuse the R850, necessary to cover the quantities of some of CIA's most profitable products. The result from a technical point of view has been negative, but the quality and depth of the study opens the door to other options, a very essential and strategic aspect for the SBU Amines. 00835810 also collaborates with the colleagues of CI sustainability in the carbon Management Program area, driving the idea of expanding the knowledge of the organization and CI products. After her experience in production, the next step for 00835810 should be a position as a group leader in Research, where she can develop her leadership skills.;11.02.2020;CIT;CI
00484780;5;D;E-CIE/S;F;After only 6 months in her new role as Innovation Manager in the RBU Diols & Acids, 00835810 has already demonstrated her strong competences and leadership capabilities. She shows excellent collaboration skills, develops in-depth understanding of the topics, generates own ideas and acts very quickly and decisively. As an early add-on project, 00835810 has been assigned to develop the Sustainability Roadmap for the regional business management Acids & Specialties and to drive the implementation. In the course of the project she has managed to quickly build relationships with colleagues in various roles across the organization and successfully consolidated diverse ideas and opinions into a clear concept. In this process she has also actively engaged more senior and experienced colleagues and guided them to value-adding solutions. Within the new business environment, 00835810 strives for continuous personal development. She is eager to observe and learn from peers and superiors alike, to ask precise questions and to contribute her ideas and thoughts beyond her job scope. She easily gains the trust of her colleagues through her empathy and personality. A development opportunity in her current role is on gaining further experience in strategic thinking and operational business.;18.05.2020;E-CIE;CI
00857288;5;D;CFT/F;F;"00835810 joined BASF in April 2018, following a Master degree in ""Management” at the University of Mainz and Bachelor degrees in “Business Administration” at both the University of Mainz and Universidad del Desarrollo, Santiago de Chile, Chile. At CFT/FG, where 00835810 spent her first two years with BASF, she showed great eagerness to implement new innovations in capital market finance. She often comes up with creative ideas and always seeks for the best sustainable long-term solution for BASF in terms of profitability and return. Thereby, 00835810 shows, in particular, great results when she is encountered with new and first-time problems and effectively leverages her good relationship into the banking industry. She can quickly adjust to new challenges, shows lots of drive and is eager to challenge the status-quo. Also, 00835810 shows a good level of self-confidence when she is in a familiar environment, but she could further improve her presence and impact in less-familiar surroundings.";02.03.2020;CFT;CF
00835810;5;D;CP;F;00835810 00835810 is a truly outstanding character with self-confident appearance and the imagination and courage to act beyond usual ways of doing things at BASF. Unimpressed by rank and file, she speaks up with seemingly provocative but well thought and pin-pointed comments and proposals. She commands a unique capability to draw the attention of people from very different backgrounds for her ideas and visions and to convert it into unconventional but directed action to the benefit of BASF. In a very short time, 00835810 00835810 has built an impressive internal and external network that gives her broad access to BASF's minds and resources. In this, she sharpens her own way of thinking by different ways to create winning proposals and solutions. As an example, she came up with a new concept to encapsulate organic particles via Atomic Layer Deposition, opening up a new field for BASF. Beyond merely generating an idea, 00835810 00835810 also delivered with persistence and under time pressure solutions to overcome technical and business-related hurdles. She is quick to adjust towards new circumstances and adapts priorities accordingly. She listens well and leads her technicians according their abilities and takes efforts to develop them further, especially in the area digitalization. In her next assignment, 00835810 00835810 should get the opportunity to build experience with an operative task with technical or commercial contact to customers.;19.08.2020;RCN;RC
00314202;5;D;APM/I;F;Veronica has broad experience across several areas of responsibility in BASF. She has worked in customer facing roles at the beginning of her career in AP Argentina. Platform and procurement positions in Sao Paulo Brazil. Leadership roles for the superabsorber business (EMH) Latin America and most recently as Global Strategic Marketing Manager within AP’s Insecticide business based in RTP, USA. Veronica a demonstrated an ability to work across different technology, business and customer related fields. She is quick to understand the key business topics and customer related issues while recommended a concrete and reasoned path forward. Veronica sets clear and high priorities for herself and for the teams that work with her in order to achieve the expected results. Veronica is very pragmatic, transparent and direct. Her contribution to the business is very well perceived and received by the global team, as well as the regional leaders. She likes challenges and needs to perceive that she is valued and respected to even further improve her deliverables.;07.02.2020;APM;AP
